,year,day,time,play,park
0,2019,06.01(토),17:00,한화6vs0SK,문학
1,2019,06.02(일),17:00,한화2vs5SK,문학
2,2019,06.04(화),18:30,한화2vs3롯데,울산
3,2019,06.05(수),18:30,한화6vs3롯데,울산
4,2019,06.06(목),14:00,한화4vs3롯데,울산
5,2019,06.07(금),18:30,LG2vs3한화,대전
6,2019,06.08(토),17:00,LG3vs2한화,대전
7,2019,06.09(일),17:00,LG3vs1한화,대전
8,2019,06.11(화),18:30,두산1vs4한화,대전
9,2019,06.12(수),18:30,두산9vs6한화,대전
10,2019,06.13(목),18:30,두산7vs2한화,대전
11,2019,06.14(금),18:30,한화7vs8키움,고척
12,2019,06.15(토),17:00,한화3vs8키움,고척
13,2019,06.16(일),17:00,한화6vs9키움,고척
14,2019,06.18(화),18:30,롯데11vs3한화,대전
15,2019,06.19(수),18:30,롯데7vs5한화,대전
16,2019,06.20(목),18:30,롯데7vs10한화,대전
17,2019,06.21(금),18:30,삼성5vs2한화,대전
18,2019,06.22(토),17:00,삼성0vs5한화,대전
19,2019,06.23(일),17:00,삼성10vs5한화,대전
20,2019,06.25(화),18:30,한화14vs3NC,창원
21,2019,06.27(목),18:30,한화5vs10NC,창원
22,2019,06.28(금),18:30,키움6vs5한화,대전
23,2019,06.30(일),17:00,키움6vs4한화,대전
24,2019,07.02(화),18:30,한화2vs9LG,잠실
25,2019,07.03(수),18:30,한화1vs6LG,잠실
26,2019,07.04(목),18:30,한화3vs4LG,잠실
27,2019,07.05(금),18:30,KT10vs3한화,대전
28,2019,07.06(토),18:00,KT8vs9한화,대전
29,2019,07.07(일),18:00,KT4vs3한화,대전
30,2019,07.09(화),18:30,SK0vs1한화,대전
31,2019,07.11(목),18:30,SK5vs1한화,대전
32,2019,07.12(금),18:30,한화0vs5KIA,광주
33,2019,07.13(토),18:00,한화10vs5KIA,광주
34,2019,07.14(일),18:00,한화7vs10KIA,광주
35,2019,07.16(화),18:30,NC3vs2한화,청주
36,2019,07.17(수),18:30,NC14vs1한화,청주
37,2019,07.18(목),18:30,NC7vs4한화,청주
38,2019,07.26(금),18:30,한화8vs9삼성,대구
39,2019,07.27(토),18:00,한화6vs7삼성,대구
40,2019,07.28(일),18:00,한화6vs13삼성,대구
41,2019,07.30(화),18:30,한화2vs3KT,수원
42,2019,07.31(수),18:30,한화5vs2KT,수원
43,2019,08.01(목),18:30,한화3vs1KT,수원
44,2019,08.03(토),18:00,SK3vs0한화,대전
45,2019,08.04(일),17:00,SK2vs8한화,대전
46,2019,08.06(화),18:30,한화3vs8두산,잠실
47,2019,08.07(수),18:30,한화7vs5두산,잠실
48,2019,08.08(목),18:30,한화2vs5KIA,광주
49,2019,08.09(금),18:30,한화4vs10KIA,광주
50,2019,08.10(토),18:00,한화4vs5KT,수원
51,2019,08.11(일),17:00,한화6vs4KT,수원
52,2019,08.13(화),18:30,NC10vs2한화,대전
53,2019,08.14(수),18:30,NC3vs9한화,대전
54,2019,08.15(목),18:00,한화5vs11롯데,사직
55,2019,08.16(금),18:30,한화2vs1롯데,사직
56,2019,08.17(토),18:00,한화8vs4키움,고척
57,2019,08.18(일),17:00,한화5vs4키움,고척
58,2019,08.20(화),18:30,삼성5vs0한화,대전
59,2019,08.22(목),18:30,한화6vs8SK,문학
60,2019,08.23(금),18:30,한화2vs6SK,문학
61,2019,08.24(토),18:00,두산13vs3한화,대전
62,2019,08.25(일),17:00,두산3vs2한화,대전
63,2019,08.27(화),18:30,키움15vs0한화,청주
64,2019,08.28(수),18:30,키움1vs2한화,청주
65,2019,08.30(금),18:30,한화1vs0LG,잠실
66,2019,08.31(토),18:00,KT6vs1한화,대전
67,2019,09.01(일),14:00,KT1vs6한화,대전
68,2019,09.03(화),18:30,KIA6vs5한화,대전
69,2019,09.04(수),18:30,KIA1vs0한화,대전
70,2019,09.05(목),18:30,한화3vs0NC,창원
71,2019,09.06(금),19:00,한화0vs4NC,창원
72,2019,09.07(토),17:00,롯데1vs5한화,대전
73,2019,09.08(일),14:00,롯데12vs0한화,대전
74,2019,09.10(화),18:30,LG5vs2한화,청주
75,2019,09.11(수),18:30,LG5vs9한화,청주
76,2019,09.13(금),14:00,한화5vs4삼성,대구
77,2019,09.14(토),17:00,롯데2vs5한화,대전
78,2019,09.15(일),14:00,롯데7vs1한화,대전
79,2019,09.16(월),18:30,한화11vs1삼성,대구
80,2019,09.17(화),18:30,키움0vs1한화,대전
81,2019,09.20(금),18:30,삼성3vs5한화,대전
82,2019,09.23(월),18:30,한화9vs1LG,잠실
83,2019,09.25(수),18:30,한화3vs2NC,창원
84,2019,09.26(목),18:30,한화4vs2NC,창원
85,2019,09.28(토),17:00,한화6vs7두산,잠실
86,2019,09.29(일),14:00,SK2vs0한화,대전
87,2019,09.30(월),18:30,SK6vs2한화,대전
