Unnamed: 0.1,날짜,타수,득점,안타,2타,3타,홈런,루타,타점,도루,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
17,2019-06-21,2,3,2,0,0,5,0,1,1,1,0,0,0,0,0,0,0.297,0.359,0.42,0.778,19,0.97,1.86,0.189
18,2019-06-22,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.297,0.36,0.419,0.779,19,0.58,-0.12,-0.018
19,2019-06-23,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.296,0.358,0.415,0.773,17,0.56,-0.41,-0.007
20,2019-06-25,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.294,0.358,0.412,0.769,28,0.59,0.13,-0.023
21,2019-06-27,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.296,0.358,0.412,0.77,14,0.41,0.18,-0.037
22,2019-06-28,0,2,1,0,0,3,2,1,0,1,0,0,0,0,1,0,0.299,0.363,0.417,0.78,17,2.73,2.88,0.39
23,2019-06-30,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.301,0.363,0.42,0.783,15,1.1,-0.07,-0.027
24,2019-07-02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.297,0.359,0.415,0.774,15,0.71,-0.92,-0.051
25,2019-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.355,0.41,0.765,14,0.71,-0.75,-0.073
26,2019-07-04,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.293,0.354,0.408,0.762,18,0.67,-0.5,-0.01
27,2019-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.35,0.403,0.753,19,0.48,-0.88,-0.048
28,2019-07-06,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.288,0.348,0.403,0.751,17,1.86,-0.7,-0.024
29,2019-07-07,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.284,0.344,0.397,0.741,15,1.41,-1.21,-0.178
30,2019-07-09,1,2,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0.286,0.344,0.397,0.742,20,1.33,-0.36,-0.022
31,2019-07-11,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.285,0.345,0.395,0.741,26,1.03,-0.34,-0.046
32,2019-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0.343,0.392,0.735,15,0.76,-0.77,-0.058
33,2019-07-13,3,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0.283,0.346,0.394,0.74,24,0.38,1.32,0.025
34,2019-07-14,0,2,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0.285,0.346,0.403,0.749,17,1.93,-0.19,0.083
35,2019-07-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.282,0.343,0.398,0.741,10,1.15,-0.95,-0.122
36,2019-07-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.28,0.341,0.395,0.736,12,0.44,-0.56,-0.033
37,2019-07-18,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.279,0.34,0.394,0.733,15,1.03,-1.15,-0.111
38,2019-07-26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.276,0.338,0.389,0.728,22,1.11,0.05,0.003
39,2019-07-27,1,4,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0.283,0.343,0.395,0.738,18,1.12,3.48,0.409
40,2019-07-28,1,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0.283,0.343,0.396,0.738,19,1.21,1.37,0.204
41,2019-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0.339,0.391,0.73,20,1.81,-1.57,-0.209
42,2019-07-31,0,2,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0.281,0.34,0.392,0.732,11,1.65,1.0,0.041
43,2019-08-01,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.283,0.341,0.392,0.733,26,1.06,-0.11,0.027
44,2019-08-03,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.28,0.338,0.388,0.726,12,1.41,-1.1,-0.139
45,2019-08-04,2,2,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0.282,0.338,0.396,0.734,21,0.45,0.51,-0.03
46,2019-08-06,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0.281,0.337,0.398,0.735,12,0.58,-1.42,-0.057
47,2019-08-07,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0.283,0.338,0.399,0.737,14,1.64,0.68,0.092
48,2019-08-08,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0.282,0.338,0.4,0.738,24,1.02,0.59,0.092
49,2019-08-09,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.285,0.34,0.402,0.742,11,0.76,0.49,0.044
50,2019-08-10,1,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0.285,0.342,0.404,0.745,13,1.21,0.74,0.12
51,2019-08-11,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.282,0.338,0.399,0.737,23,0.78,-2.09,-0.097
52,2019-08-13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.28,0.337,0.396,0.734,26,1.01,-0.69,-0.064
53,2019-08-14,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.278,0.336,0.393,0.729,18,0.71,0.23,0.096
54,2019-08-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.276,0.335,0.391,0.726,12,0.74,-0.44,-0.039
55,2019-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0.334,0.39,0.724,3,0.47,-0.12,-0.012
56,2019-08-17,1,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0.275,0.333,0.392,0.725,31,0.37,0.06,0.065
57,2019-08-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.272,0.329,0.388,0.718,22,0.86,-1.41,-0.106
58,2019-08-20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.27,0.327,0.385,0.712,13,0.47,-0.88,-0.048
59,2019-08-22,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.271,0.327,0.387,0.715,15,0.81,-0.39,-0.024
60,2019-08-23,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.271,0.329,0.387,0.716,16,1.36,0.63,0.038
61,2019-08-24,0,2,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0.273,0.33,0.39,0.72,19,0.39,-0.22,0.005
62,2019-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.328,0.387,0.714,17,1.23,-0.8,-0.123
63,2019-08-27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.271,0.327,0.385,0.712,17,0.47,0.36,0.014
64,2019-08-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.269,0.325,0.383,0.708,6,1.67,-0.84,-0.056
65,2019-08-30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.267,0.323,0.38,0.703,16,1.07,-1.23,-0.107
66,2019-08-31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.267,0.323,0.38,0.702,7,1.37,-0.37,-0.023
67,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.322,0.379,0.701,5,0.04,-0.18,-0.001
68,2019-09-03,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.265,0.32,0.376,0.696,13,1.95,-1.21,-0.188
69,2019-09-05,1,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0.266,0.321,0.382,0.703,8,0.58,1.42,0.162
70,2019-09-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.265,0.319,0.381,0.7,7,0.58,-0.72,-0.033
71,2019-09-07,1,3,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0.268,0.322,0.388,0.71,16,0.85,1.22,0.09
72,2019-09-08,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.269,0.324,0.388,0.712,12,0.91,0.33,0.03
73,2019-09-10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.267,0.321,0.384,0.706,18,0.86,-1.21,-0.108
74,2019-09-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.264,0.319,0.381,0.699,18,0.23,-1.51,-0.029
75,2019-09-13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.263,0.318,0.379,0.696,20,1.36,-0.89,-0.124
76,2019-09-14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.262,0.318,0.377,0.695,27,0.87,-0.08,-0.032
77,2019-09-16,2,2,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0.264,0.322,0.378,0.699,27,0.62,1.05,0.051
78,2019-09-17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.262,0.32,0.375,0.694,14,0.54,-0.67,-0.055
79,2019-09-20,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.262,0.319,0.374,0.693,16,1.09,-0.28,0.007
80,2019-09-23,2,2,0,0,1,5,2,0,0,0,0,0,2,0,0,0,0.263,0.32,0.38,0.699,21,0.36,1.01,0.019
81,2019-09-25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.261,0.317,0.376,0.693,23,0.75,-1.15,-0.096
82,2019-09-26,2,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0.263,0.319,0.377,0.697,16,0.9,0.11,0.065
83,2019-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0.316,0.374,0.69,17,1.33,-1.6,-0.183
84,2019-09-29,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.261,0.316,0.373,0.689,14,1.75,-1.36,-0.183
85,2019-09-30,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.262,0.317,0.374,0.691,13,1.23,0.17,-0.016
