,연도,날짜,타수,득점,안타,2타,3타,홈런,루타,타점,도류,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
43,2019,08-04,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0.243,0.304,0.355,0.659,11,0.96,0.69,0.087
44,2019,08-06,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.254,0.314,0.364,0.678,19,0.75,1.20,0.035
45,2019,08-07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.250,0.313,0.358,0.670,10,1.13,-0.18,0.011
46,2019,08-08,0,2,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0.256,0.320,0.361,0.681,16,1.02,1.08,0.138
47,2019,08-09,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.250,0.317,0.353,0.670,20,0.65,-1.07,-0.089
48,2019,08-10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.245,0.311,0.346,0.656,11,1.35,-1.59,-0.172
49,2019,08-11,1,1,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0.245,0.313,0.349,0.662,23,0.70,0.04,0.025
50,2019,08-13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.240,0.307,0.342,0.649,14,1.07,-1.14,-0.113
51,2019,08-14,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0.240,0.306,0.350,0.656,10,0.66,-0.29,0.038
52,2019,08-15,1,2,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0.246,0.314,0.355,0.669,26,1.35,1.27,0.103
53,2019,08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0.314,0.355,0.669,0,0.00,0.00,0.000
54,2019,08-17,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.246,0.313,0.353,0.665,15,0.32,-1.46,-0.037
55,2019,08-18,2,3,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0.255,0.319,0.358,0.677,16,0.76,0.13,0.008
56,2019,08-20,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.255,0.318,0.356,0.674,18,0.58,-0.27,0.014
57,2019,08-22,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0.255,0.315,0.355,0.670,16,1.40,0.31,0.075
58,2019,08-23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.250,0.313,0.348,0.661,20,0.85,-0.68,-0.042
59,2019,08-24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.250,0.312,0.346,0.658,18,0.55,-0.57,-0.021
60,2019,08-25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.246,0.307,0.341,0.648,15,0.86,-0.53,-0.087
61,2019,08-27,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.246,0.306,0.339,0.645,9,0.55,-0.51,0.044
62,2019,08-28,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.243,0.305,0.335,0.640,14,0.96,-0.58,-0.043
63,2019,08-30,0,1,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0.242,0.303,0.340,0.644,14,0.70,0.12,0.035
64,2019,08-31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.242,0.303,0.339,0.641,9,1.58,-0.78,-0.101
65,2019,09-01,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.242,0.302,0.337,0.639,15,0.40,-0.30,0.020
66,2019,09-03,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.241,0.300,0.335,0.635,19,1.88,-0.20,-0.110
67,2019,09-04,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.238,0.296,0.330,0.625,15,1.25,-0.81,-0.133
68,2019,09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0.295,0.328,0.623,4,0.27,-0.18,-0.007
69,2019,09-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.236,0.294,0.327,0.621,5,0.75,-0.38,-0.017
70,2019,09-07,1,2,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0.240,0.299,0.333,0.632,24,0.57,0.21,0.090
71,2019,09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.297,0.331,0.628,6,1.37,-0.70,-0.064
72,2019,09-10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.241,0.299,0.333,0.633,5,0.61,0.91,0.041
73,2019,09-11,2,1,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0.242,0.304,0.337,0.641,23,0.56,0.37,-0.007
74,2019,09-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0.301,0.333,0.635,13,1.35,-0.22,-0.010
75,2019,09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0.298,0.330,0.628,12,1.09,-0.90,-0.083
76,2019,09-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.235,0.296,0.327,0.624,11,1.08,-0.56,-0.051
77,2019,09-16,2,1,1,0,0,2,0,1,0,2,0,0,2,0,0,0,0.235,0.300,0.330,0.630,27,0.88,0.78,0.047
78,2019,09-17,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.239,0.303,0.332,0.635,16,0.70,0.19,0.021
79,2019,09-20,2,2,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0.243,0.308,0.339,0.647,17,1.48,0.80,0.144
80,2019,09-23,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.241,0.313,0.337,0.650,26,0.37,0.86,0.054
81,2019,09-25,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.242,0.312,0.339,0.651,17,0.62,-0.11,0.002
82,2019,09-26,1,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0.251,0.319,0.347,0.666,20,0.52,1.12,0.077
83,2019,09-28,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.253,0.321,0.347,0.668,16,1.00,0.10,-0.075
84,2019,09-29,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.253,0.320,0.346,0.666,12,1.49,-0.01,-0.006
85,2019,09-30,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.254,0.320,0.346,0.666,12,1.38,-0.16,-0.043
