,연도,날짜,타수,득점,안타,2타,3타,홈런,루타,타점,도류,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
0,2019,06-01,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.295,0.419,0.384,0.803,17,1.14,0.68,0.094
1,2019,06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0.414,0.378,0.793,7,0.79,-0.36,-0.039
2,2019,06-04,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.289,0.411,0.375,0.786,21,1.23,-0.78,-0.115
3,2019,06-05,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.288,0.407,0.372,0.779,10,1.18,-0.29,0.019
4,2019,06-06,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.289,0.409,0.371,0.780,17,0.89,0.05,-0.023
5,2019,06-07,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.296,0.413,0.377,0.790,20,0.89,0.17,-0.008
6,2019,06-08,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.303,0.417,0.382,0.799,10,1.42,0.73,0.023
7,2019,06-09,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.301,0.424,0.380,0.803,19,1.13,-0.09,0.009
8,2019,06-11,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.304,0.424,0.381,0.805,9,1.33,-0.20,-0.036
9,2019,06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0.422,0.379,0.801,3,0.70,-0.18,-0.017
10,2019,06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.420,0.376,0.797,2,2.16,-0.26,-0.055
11,2019,06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.418,0.374,0.793,3,0.40,-0.18,-0.010
12,2019,06-18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.297,0.419,0.372,0.791,13,0.35,-0.10,0.025
