날짜,단계,승패여부,타수,득점,안타,2타,3타,홈런,루타,타점,도루,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
2020-09-12,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.274,0.308,0.345,0.653,8,0.68,-0.38,-0.023
2020-09-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0.307,0.344,0.65,2,0.93,-0.26,-0.024
2020-09-15,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.271,0.305,0.341,0.645,12,1.34,-1.27,-0.163
2020-09-16,2,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.276,0.309,0.345,0.654,6,0.41,1.44,0.061
2020-09-17,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.277,0.312,0.345,0.657,8,0.99,0.24,0.042
2020-09-18,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.278,0.313,0.346,0.659,12,0.95,-0.63,-0.057
2020-09-19,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.279,0.314,0.346,0.66,9,0.31,-0.1,-0.022
2020-09-20,2,1,1,2,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0.283,0.319,0.348,0.668,31,1.1,0.9,0.072
2020-09-22,2,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.283,0.322,0.348,0.67,14,0.57,0.48,0.026
2020-09-23,2,1,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.287,0.325,0.351,0.675,15,0.69,0.52,0.049
2020-09-24,2,1,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0.285,0.322,0.348,0.67,25,0.81,-0.1,-0.065
2020-09-25,2,1,1,2,1,0,0,3,1,0,0,0,0,0,2,0,0,0,0.286,0.323,0.351,0.674,18,2.1,0.7,0.244
