날짜,단계,승패여부,타수,득점,안타,2타,3타,홈런,루타,타점,도루,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
2020-06-02,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.213,0.238,0.35,0.588,5,0.96,-0.07,-0.012
2020-06-03,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.22,0.244,0.354,0.598,10,1.02,-0.6,-0.054
2020-06-05,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.224,0.256,0.353,0.608,14,0.39,-0.56,0.035
2020-06-06,3,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.225,0.255,0.36,0.615,13,0.68,-0.49,-0.061
2020-06-07,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0.247,0.348,0.595,6,0.38,-0.7,-0.029
2020-06-23,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.216,0.245,0.34,0.585,13,1.16,-1.28,-0.143
2020-06-24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.21,0.238,0.33,0.568,8,1.02,-1.01,-0.075
2020-06-25,3,1,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.219,0.245,0.333,0.579,12,0.25,-0.24,0.013
2020-06-27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.217,0.243,0.33,0.573,5,2.21,-0.38,-0.051
2020-06-28,3,0,1,1,0,0,1,4,2,0,0,0,0,0,1,0,0,0,0.22,0.246,0.358,0.603,10,1.24,1.08,0.026
2020-07-01,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.221,0.246,0.354,0.6,11,1.23,-0.41,-0.001
2020-07-02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.217,0.242,0.348,0.589,9,2.12,-1.51,-0.151
2020-07-03,3,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.218,0.242,0.345,0.586,20,1.35,-0.22,-0.067
2020-07-04,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0.234,0.333,0.568,10,0.71,-0.95,-0.017
2020-07-05,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.218,0.24,0.339,0.579,6,0.54,0.28,0.026
2020-07-07,3,1,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0.222,0.244,0.349,0.593,7,4.02,1.05,0.429
2020-08-15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.219,0.241,0.344,0.584,6,2.43,-1.49,-0.251
2020-08-16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.235,0.336,0.571,11,0.91,-0.82,-0.067
2020-08-18,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.212,0.239,0.333,0.572,5,0.22,0.44,0.017
2020-08-19,3,0,3,2,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0.219,0.245,0.365,0.61,19,0.28,0.4,0.124
2020-08-20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.213,0.238,0.355,0.593,12,1.29,-0.93,-0.11
2020-08-21,4,1,1,2,0,0,1,5,3,0,0,0,0,0,0,1,0,0,0.221,0.245,0.379,0.624,9,0.73,0.94,0.059
2020-08-23,4,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0.221,0.245,0.376,0.621,13,1.15,0.19,0.013
2020-08-24,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.221,0.244,0.376,0.619,4,1.77,-0.11,0.016
2020-08-25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.242,0.373,0.615,7,3.67,-1.65,-0.195
2020-08-26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.219,0.241,0.371,0.611,1,1.49,-0.97,-0.059
2020-08-27,4,1,1,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0.222,0.253,0.373,0.626,16,1.11,1.45,0.064
2020-08-29,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.223,0.253,0.369,0.622,22,0.73,-0.36,-0.067
2020-09-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.219,0.249,0.363,0.611,12,0.46,-0.55,-0.038
2020-09-03,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.216,0.25,0.358,0.608,11,1.24,-0.33,-0.015
2020-09-05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.215,0.249,0.356,0.604,8,1.83,-0.25,-0.052
2020-09-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0.246,0.352,0.597,8,1.02,-0.43,-0.055
2020-09-08,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0.244,0.349,0.594,3,0.9,-0.82,-0.023
2020-09-09,3,0,2,2,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0.218,0.25,0.371,0.621,9,1.06,1.76,0.258
2020-09-09,3,1,2,2,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0.218,0.25,0.371,0.621,9,1.06,1.76,0.258
2020-09-09,2,0,2,2,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0.218,0.25,0.371,0.621,9,1.06,1.76,0.258
2020-09-09,2,1,2,2,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0.218,0.25,0.371,0.621,9,1.06,1.76,0.258
2020-09-10,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.22,0.251,0.37,0.621,18,0.94,-0.26,-0.015
