날짜,단계,승패여부,타수,득점,안타,2타,3타,홈런,루타,타점,도루,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
2020-09-11,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.224,0.255,0.374,0.629,4,3.92,1.65,0.151
2020-09-12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0.254,0.371,0.625,1,2.49,-0.47,-0.064
2020-09-15,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.22,0.251,0.367,0.619,7,2.77,-0.07,-0.04
2020-09-17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.219,0.25,0.365,0.615,5,0.14,-0.12,-0.004
2020-09-18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.214,0.245,0.357,0.602,14,0.6,-0.73,-0.063
2020-09-20,2,1,1,3,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0.226,0.259,0.366,0.624,11,0.87,2.57,0.16
2020-09-22,2,1,1,2,0,0,1,5,4,0,0,0,0,0,2,0,0,0,0.232,0.264,0.384,0.648,19,0.73,3.22,0.206
2020-09-23,2,1,0,1,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0.232,0.263,0.387,0.65,13,0.43,0.23,0.029
2020-09-24,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.232,0.263,0.384,0.647,16,1.03,-0.33,0.008
2020-09-25,2,1,1,2,0,0,1,5,2,0,0,1,0,0,0,0,0,0,0.239,0.272,0.403,0.675,11,1.13,2.14,0.293
2020-09-26,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.239,0.272,0.405,0.677,11,0.54,-1.03,-0.023
2020-09-27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.237,0.269,0.401,0.67,9,0.82,-0.52,-0.042
2020-09-29,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.237,0.269,0.398,0.667,13,0.93,0.22,0.056
2020-09-30,1,1,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.237,0.272,0.395,0.667,21,0.41,-0.03,-0.072
