날짜,단계,승패여부,타수,득점,안타,2타,3타,홈런,루타,타점,도루,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
2020-08-16,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.254,0.331,0.437,0.768,15,0.73,-0.32,-0.025
2020-08-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.25,0.327,0.431,0.758,10,0.36,-0.69,-0.016
2020-08-19,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.248,0.324,0.423,0.746,19,0.39,-1.27,-0.05
2020-08-20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.243,0.318,0.414,0.732,13,1.81,-1.01,-0.131
2020-08-23,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.24,0.318,0.409,0.727,13,0.72,0.04,0.023
2020-08-25,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.244,0.32,0.41,0.73,7,1.33,0.5,0.08
2020-08-26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.241,0.317,0.405,0.722,7,2.08,-1.48,-0.14
2020-08-27,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0.315,0.403,0.717,4,0.0,-0.18,0.0
2020-08-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.313,0.4,0.713,2,0.32,-0.12,-0.008
2020-09-03,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.241,0.315,0.401,0.716,8,1.61,-0.54,-0.039
2020-09-04,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.238,0.312,0.396,0.708,9,0.48,-1.07,-0.024
2020-09-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.309,0.392,0.7,7,0.29,-0.58,-0.015
2020-09-08,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.232,0.309,0.387,0.696,22,0.82,-0.3,-0.024
2020-09-09,3,0,2,1,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0.237,0.316,0.408,0.724,3,0.87,2.93,0.231
2020-09-09,3,1,2,1,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0.237,0.316,0.408,0.724,3,0.87,2.93,0.231
2020-09-09,2,0,2,1,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0.237,0.316,0.408,0.724,3,0.87,2.93,0.231
2020-09-09,2,1,2,1,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0.237,0.316,0.408,0.724,3,0.87,2.93,0.231
2020-09-10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.314,0.406,0.72,2,1.17,-0.38,-0.027
2020-09-11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.233,0.311,0.401,0.712,6,0.94,-0.56,-0.051
2020-09-12,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.237,0.315,0.405,0.719,3,0.4,0.28,0.022
2020-09-13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.237,0.318,0.405,0.723,11,0.68,0.28,0.024
2020-09-16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.234,0.315,0.4,0.715,14,0.79,-1.14,-0.043
2020-09-18,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.236,0.315,0.399,0.714,16,0.78,0.68,0.063
2020-09-19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.314,0.397,0.71,3,0.01,-0.26,0.0
2020-09-20,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.236,0.314,0.396,0.71,17,1.07,-0.5,-0.055
2020-09-22,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.239,0.319,0.397,0.716,16,0.45,0.27,-0.014
2020-09-23,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.241,0.319,0.396,0.715,13,0.35,-0.84,-0.009
2020-09-24,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.242,0.319,0.395,0.714,11,0.75,0.5,0.009
2020-09-25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.241,0.318,0.393,0.711,6,3.44,-0.97,-0.155
2020-09-26,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.245,0.321,0.396,0.717,3,0.0,0.62,0.0
2020-09-27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.244,0.32,0.394,0.713,6,4.9,-0.38,-0.138
2020-09-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0.318,0.392,0.71,6,0.44,-0.26,-0.011
2020-09-30,1,1,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0.244,0.318,0.391,0.709,15,1.01,0.3,0.061
