날짜,단계,승패여부,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
2018-08-11,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.23,0.303,0.311,0.614,22,1.12,-0.23,-0.036
2018-08-14,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.233,0.305,0.313,0.619,9,1.25,-0.11,0.002
2018-08-16,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.3,0.307,0.607,9,1.26,-0.68,-0.091
2018-09-05,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.3,0.307,0.607,0,0.0,0.0,0.0
2018-09-06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.298,0.305,0.603,2,0.01,1.0,0.001
2018-09-07,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.232,0.302,0.316,0.618,3,0.0,0.63,0.0
2018-09-08,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.228,0.297,0.31,0.607,13,1.11,-0.82,-0.081
2018-09-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0.297,0.31,0.607,0,0.0,0.0,0.0
2018-09-12,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.226,0.299,0.308,0.608,7,0.17,0.37,-0.004
2018-09-13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.224,0.296,0.304,0.6,11,1.62,-0.69,-0.075
2018-09-15,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.222,0.294,0.302,0.597,6,0.0,-0.25,0.0
2018-09-16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.294,0.302,0.597,0,0.0,0.0,0.0
2018-09-18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.293,0.301,0.593,4,0.03,-0.26,-0.001
2018-09-19,1,1,4,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.228,0.297,0.305,0.603,20,0.84,0.65,0.055
2018-09-20,1,1,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.229,0.302,0.306,0.607,22,0.38,-0.4,-0.004
2018-09-21,1,0,4,2,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0.241,0.311,0.322,0.633,10,1.62,1.34,0.193
2018-09-22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.309,0.32,0.629,3,0.15,-0.12,-0.004
2018-09-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.309,0.32,0.629,0,0.0,0.0,0.0
2018-09-26,1,1,1,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0.244,0.313,0.341,0.654,4,0.16,1.0,0.031
2018-09-27,1,1,3,2,3,0,0,1,6,3,0,0,1,0,0,0,0,0,0,0.257,0.327,0.369,0.695,14,1.35,4.08,0.331
2018-09-28,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.25,0.319,0.359,0.677,23,1.49,-1.73,-0.229
2018-09-29,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.246,0.314,0.353,0.667,15,0.65,-0.55,-0.051
2018-09-30,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.242,0.313,0.347,0.66,16,1.07,-0.58,-0.089
