날짜,단계,승패여부,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
2018-06-01,1,1,3,2,1,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0.292,0.375,0.417,0.792,22,1.18,0.71,0.018
2018-06-02,2,1,3,1,2,0,0,0,2,1,3,0,0,0,0,0,0,1,0,0.314,0.39,0.431,0.821,12,1.79,1.91,0.224
2018-06-03,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.296,0.371,0.407,0.778,13,0.82,-0.69,-0.069
2018-06-05,1,0,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.298,0.379,0.404,0.782,18,0.45,0.12,-0.017
2018-06-06,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.283,0.371,0.383,0.755,18,0.56,-0.83,-0.031
2018-06-07,1,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.281,0.365,0.375,0.74,19,0.96,-1.06,-0.048
2018-06-08,2,1,4,1,1,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0.279,0.359,0.397,0.756,15,0.55,-0.63,-0.03
2018-06-09,2,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.268,0.354,0.38,0.734,14,1.62,-0.5,-0.102
2018-06-10,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.253,0.337,0.36,0.697,11,0.77,-1.0,-0.076
2018-06-12,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0.322,0.342,0.664,16,0.83,-1.02,-0.095
2018-06-14,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.232,0.319,0.329,0.648,14,1.19,-0.44,-0.025
2018-06-15,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.221,0.306,0.314,0.62,14,0.51,-1.05,-0.032
2018-06-16,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.213,0.297,0.303,0.6,9,1.62,0.08,-0.118
2018-06-17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0.297,0.303,0.6,0,0.0,0.0,0.0
2018-06-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0.297,0.303,0.6,0,0.0,0.0,0.0
2018-06-20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0.297,0.303,0.6,0,0.0,0.0,0.0
2018-06-21,1,1,4,1,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.226,0.305,0.323,0.627,13,1.22,1.27,0.118
2018-06-22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0.305,0.323,0.627,0,0.0,0.0,0.0
2018-06-23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0.305,0.323,0.627,0,0.0,0.0,0.0
2018-06-24,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0.302,0.319,0.621,4,1.73,-0.26,-0.044
2018-06-26,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.299,0.316,0.615,7,0.01,-0.12,0.0
2018-06-28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.299,0.316,0.615,0,0.0,0.0,0.0
2018-06-29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.299,0.316,0.615,0,0.0,0.0,0.0
2018-06-30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.219,0.296,0.313,0.609,3,3.2,-0.46,-0.08
2018-07-03,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.216,0.294,0.309,0.603,4,0.03,-0.18,-0.001
2018-07-04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.294,0.309,0.603,0,0.0,0.0,0.0
2018-07-05,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.291,0.306,0.597,4,0.01,-0.12,0.0
2018-07-06,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.218,0.292,0.307,0.599,12,0.67,0.14,-0.028
2018-07-07,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0.284,0.298,0.583,10,0.65,-0.55,-0.052
2018-07-10,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0.284,0.298,0.583,0,0.0,0.0,0.0
2018-07-11,3,0,3,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.224,0.294,0.308,0.603,9,0.01,1.39,0.001
2018-07-17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.292,0.306,0.597,1,0.01,-0.26,0.0
2018-07-18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.292,0.306,0.597,0,0.0,0.0,0.0
2018-07-19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.292,0.306,0.597,0,0.0,0.0,0.0
2018-07-22,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.287,0.3,0.587,6,0.48,-0.64,-0.029
2018-07-25,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.214,0.282,0.295,0.577,10,0.14,-0.8,-0.007
2018-07-26,3,1,3,0,3,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0.235,0.305,0.322,0.626,20,0.49,1.4,0.134
2018-07-27,3,1,5,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0.242,0.308,0.325,0.633,15,0.73,0.29,0.063
2018-07-28,3,0,5,1,1,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0.24,0.304,0.336,0.64,21,0.84,0.72,0.112
2018-07-29,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.236,0.305,0.331,0.636,15,1.26,-0.38,-0.037
2018-07-31,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.229,0.297,0.321,0.617,21,2.47,-1.52,-0.282
2018-08-01,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.226,0.297,0.316,0.613,15,0.54,-0.08,-0.001
2018-08-02,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0.295,0.313,0.609,2,0.43,-0.12,-0.011
2018-08-04,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.23,0.3,0.319,0.619,5,0.94,1.07,0.047
2018-08-08,3,1,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.229,0.297,0.314,0.611,20,0.61,-0.64,-0.046
2018-08-09,3,0,4,0,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0.236,0.306,0.319,0.626,18,0.33,1.84,0.0
2018-08-10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0.304,0.317,0.622,7,1.15,-0.18,-0.029
