Unnamed: 0.1,날짜,타수,득점,안타,2타,3타,홈런,루타,타점,도루,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
0,2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.05,-0.82,-0.001
1,2020-06-26,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25,0.4,0.25,0.65,12,0.57,0.81,0.062
2,2020-06-27,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.25,0.333,0.25,0.583,16,1.2,0.37,0.018
3,2020-06-28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.222,0.364,0.222,0.586,8,0.86,0.28,0.06
4,2020-07-01,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.3,0.462,0.3,0.762,8,1.28,0.46,0.026
5,2020-07-02,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.333,0.529,0.333,0.863,23,0.92,0.78,0.05
6,2020-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.5,0.308,0.808,4,0.9,-0.26,-0.023
7,2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.286,0.474,0.286,0.759,4,0.08,-0.18,-0.002
8,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.474,0.286,0.759,0,0.0,0.0,0.0
9,2020-07-07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.286,0.5,0.286,0.786,6,3.47,0.4,0.134
10,2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.476,0.267,0.743,5,0.21,-0.18,-0.005
11,2020-07-09,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.235,0.48,0.235,0.715,22,2.01,-0.18,0.01
12,2020-07-10,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.263,0.481,0.316,0.797,8,0.78,0.17,0.025
13,2020-07-11,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0.238,0.484,0.286,0.77,21,1.71,0.29,0.077
14,2020-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.469,0.273,0.741,2,0.14,-0.18,-0.004
15,2020-07-15,1,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0.308,0.5,0.385,0.885,11,0.56,2.05,0.113
16,2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.276,0.462,0.345,0.806,14,0.75,-0.62,-0.056
17,2020-07-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.429,0.313,0.741,10,0.55,-0.7,-0.042
18,2020-07-18,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.273,0.442,0.333,0.775,5,0.14,0.13,0.008
19,2020-07-19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.25,0.413,0.306,0.719,10,1.4,-0.98,-0.115
20,2020-07-21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.231,0.388,0.282,0.67,12,0.25,-0.62,-0.019
21,2020-07-22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.4,0.3,0.7,3,2.03,0.53,0.121
22,2020-07-24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.412,0.3,0.712,5,0.91,0.4,0.046
23,2020-07-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.244,0.404,0.293,0.697,5,0.5,-0.25,-0.015
24,2020-07-27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.227,0.393,0.273,0.666,20,1.24,0.16,0.039
25,2020-07-29,3,3,0,0,1,6,2,0,0,1,0,0,0,0,0,0,0.271,0.426,0.375,0.801,21,0.69,2.29,0.142
