Unnamed: 0.1,날짜,타수,득점,안타,2타,3타,홈런,루타,타점,도루,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
26,2020-07-30,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.269,0.424,0.365,0.79,25,1.26,-0.05,0.06
27,2020-07-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.264,0.418,0.358,0.776,4,1.42,0.01,0.029
28,2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0.412,0.352,0.764,5,1.45,-0.26,-0.037
29,2020-08-05,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.268,0.414,0.357,0.771,7,0.76,0.1,0.016
30,2020-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0.408,0.351,0.759,7,1.36,-0.25,-0.039
31,2020-08-09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.259,0.403,0.345,0.748,5,0.91,-0.26,-0.023
32,2020-08-11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.25,0.392,0.333,0.725,7,0.33,-0.23,-0.017
33,2020-08-12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.242,0.39,0.323,0.712,16,0.93,-0.08,-0.009
34,2020-08-13,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.246,0.395,0.323,0.718,18,0.9,-0.11,0.014
35,2020-08-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.239,0.386,0.313,0.699,9,0.03,-0.36,-0.001
36,2020-08-15,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0.239,0.379,0.31,0.689,27,1.41,-0.84,-0.113
37,2020-08-16,0,1,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0.243,0.385,0.311,0.695,14,1.2,1.95,0.206
38,2020-08-18,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.237,0.383,0.303,0.686,14,1.98,-1.25,-0.128
39,2020-08-19,1,2,1,0,1,6,2,0,0,1,0,0,1,0,0,0,0.25,0.394,0.363,0.756,29,0.45,1.35,0.198
40,2020-08-20,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.241,0.388,0.349,0.738,12,1.32,-0.93,-0.126
41,2020-08-21,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.241,0.383,0.345,0.728,14,0.39,-0.09,0.028
42,2020-08-23,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0.247,0.387,0.348,0.736,17,1.24,-0.22,0.016
43,2020-08-24,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.25,0.386,0.348,0.734,8,1.59,-0.14,0.013
44,2020-08-25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.247,0.388,0.344,0.732,14,0.98,0.17,0.007
45,2020-08-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.245,0.385,0.34,0.725,5,0.92,-0.26,-0.023
46,2020-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.245,0.385,0.34,0.725,2,0.19,-0.11,0.001
47,2020-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0.381,0.337,0.718,5,0.17,-0.18,-0.004
48,2020-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.235,0.372,0.327,0.698,11,0.58,-0.63,-0.044
49,2020-09-03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.235,0.377,0.327,0.704,6,2.63,0.12,0.019
50,2020-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0.374,0.323,0.697,4,0.03,-0.82,-0.001
51,2020-09-05,1,1,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0.233,0.37,0.35,0.72,8,1.19,0.07,-0.061
52,2020-09-06,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.236,0.369,0.349,0.718,9,0.94,-0.62,-0.071
53,2020-09-08,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.234,0.371,0.346,0.717,10,1.45,0.09,-0.051
54,2020-09-09,1,2,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0.245,0.387,0.355,0.741,25,0.52,1.97,0.095
55,2020-09-10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.239,0.383,0.345,0.728,11,0.7,-0.37,-0.028
56,2020-09-11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.233,0.379,0.336,0.716,22,1.72,-0.65,-0.13
57,2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.227,0.372,0.328,0.699,14,1.04,-0.78,-0.076
58,2020-09-13,2,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0.231,0.382,0.331,0.712,19,0.94,1.15,0.123
59,2020-09-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23,0.379,0.328,0.707,5,0.67,-0.18,-0.016
60,2020-09-16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.228,0.381,0.325,0.706,6,0.08,0.28,-0.001
61,2020-09-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.224,0.373,0.32,0.693,8,1.35,-0.41,-0.017
62,2020-09-18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.23,0.377,0.325,0.703,8,3.03,1.0,0.115
63,2020-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0.37,0.318,0.688,5,0.49,-0.54,-0.037
64,2020-09-20,2,2,1,0,1,6,3,0,0,0,0,0,1,0,1,0,0.235,0.376,0.356,0.732,15,0.77,2.15,0.051
65,2020-09-22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.23,0.369,0.348,0.717,11,0.62,-0.62,-0.047
66,2020-09-23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.235,0.373,0.353,0.726,5,0.23,0.4,0.009
67,2020-09-24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.23,0.366,0.345,0.712,12,0.96,-1.7,-0.097
68,2020-09-27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.229,0.364,0.343,0.707,3,4.35,-0.46,-0.163
69,2020-09-29,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.231,0.364,0.343,0.706,13,1.05,-0.45,-0.047
