,연도,날짜,타수,득점,안타,2타,3타,홈런,루타,타점,도류,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
0,2018,03-24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,11,0.99,-0.98,-0.076
1,2018,03-25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,0.143,0.000,0.143,16,1.26,-1.31,-0.074
2,2018,03-27,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.200,0.273,0.200,0.473,18,1.02,1.56,0.117
3,2018,03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0.188,0.133,0.321,21,1.27,-1.49,-0.141
4,2018,03-29,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.158,0.200,0.158,0.358,12,1.09,0.81,0.123
5,2018,03-30,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.217,0.250,0.217,0.467,16,0.83,1.04,0.123
6,2018,03-31,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.222,0.250,0.222,0.472,16,0.59,-0.83,-0.014
7,2018,04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.207,0.233,0.207,0.440,14,0.73,-0.38,-0.037
8,2018,04-03,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.212,0.229,0.212,0.441,17,0.28,-0.65,0.016
9,2018,04-04,1,1,0,1,0,3,1,0,0,1,0,0,1,0,0,0,0.222,0.256,0.278,0.534,18,1.08,1.34,0.088
10,2018,04-07,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.237,0.286,0.289,0.575,13,0.79,0.87,0.082
11,2018,04-08,2,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0.238,0.313,0.286,0.598,30,1.84,1.93,0.193
12,2018,04-10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.227,0.327,0.273,0.600,17,1.37,-0.97,-0.070
13,2018,04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.304,0.250,0.554,18,0.78,-1.02,-0.082
14,2018,04-12,1,2,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0.231,0.317,0.327,0.644,7,0.19,1.91,0.128
15,2018,04-13,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.236,0.328,0.327,0.655,13,1.61,0.46,0.069
16,2018,04-14,2,2,2,0,0,4,0,0,0,1,1,0,0,0,0,0,0.263,0.368,0.386,0.754,11,0.39,1.65,0.098
17,2018,04-15,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.262,0.361,0.377,0.738,18,1.47,-0.03,0.062
18,2018,04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.347,0.359,0.706,11,0.47,-0.98,-0.036
19,2018,04-18,1,3,1,0,1,7,2,0,0,0,0,0,0,0,0,0,0.275,0.363,0.435,0.797,19,1.13,2.01,0.254
20,2018,04-19,0,2,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0.288,0.369,0.452,0.821,10,1.43,-0.11,-0.072
21,2018,04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0.365,0.446,0.811,3,0.05,-0.25,-0.002
22,2018,04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.269,0.348,0.423,0.771,13,1.20,-1.94,-0.157
23,2018,04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0.341,0.413,0.753,7,0.27,-0.30,-0.013
24,2018,04-25,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.262,0.337,0.405,0.742,18,1.27,-0.47,-0.095
25,2018,04-26,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.273,0.343,0.409,0.753,12,0.95,-0.28,-0.056
26,2018,04-27,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.272,0.340,0.402,0.742,17,1.32,-0.15,-0.065
27,2018,04-28,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.281,0.346,0.417,0.762,23,0.89,1.19,0.114
28,2018,04-29,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.277,0.339,0.406,0.745,19,1.67,-0.42,-0.074
29,2018,05-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.284,0.345,0.412,0.757,4,0.92,0.40,0.037
30,2018,05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0.342,0.408,0.750,6,2.48,-0.26,-0.063
31,2018,05-03,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.286,0.345,0.410,0.754,9,1.28,-0.07,-0.063
32,2018,05-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.283,0.347,0.406,0.753,6,1.85,0.31,0.010
33,2018,05-19,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0.284,0.347,0.413,0.760,11,0.74,-0.10,0.003
34,2018,05-20,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.286,0.352,0.411,0.763,18,1.21,0.17,0.036
35,2018,05-22,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.280,0.344,0.398,0.742,26,1.53,1.10,0.110
36,2018,05-23,1,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0.276,0.338,0.398,0.737,13,1.10,-0.88,-0.065
37,2018,05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.268,0.329,0.386,0.714,9,0.64,-1.60,-0.067
38,2018,05-25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.260,0.319,0.374,0.693,14,1.31,-1.73,-0.187
39,2018,05-26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.252,0.311,0.363,0.674,14,0.62,-1.08,-0.061
